uf,cep,cnpj,pais,email,porte,bairro,numero,ddd_fax,municipio,logradouro,cnae_fiscal,codigo_pais,complemento,codigo_porte,razao_social,nome_fantasia,capital_social,ddd_telefone_1,ddd_telefone_2,opcao_pelo_mei,descricao_porte,codigo_municipio,natureza_juridica,situacao_especial,opcao_pelo_simples,situacao_cadastral,data_opcao_pelo_mei,data_exclusao_do_mei,cnae_fiscal_descricao,codigo_municipio_ibge,data_inicio_atividade,data_situacao_especial,data_opcao_pelo_simples,data_situacao_cadastral,nome_cidade_no_exterior,codigo_natureza_juridica,data_exclusao_do_simples,motivo_situacao_cadastral,ente_federativo_responsavel,identificador_matriz_filial,qualificacao_do_responsavel,descricao_situacao_cadastral,descricao_tipo_de_logradouro,descricao_motivo_situacao_cadastral,descricao_identificador_matriz_filial
MG,37567000,02814497000700,,,DEMAIS,-,S/N,,SAO SEBASTIAO DA BELA VISTA,AMG 1920,4644301,,GALPAO1 - 2 E 3,5,CIMED INDUSTRIA S.A.,,56186390,1135447350,,,,5287,Sociedade Anônima Fechada,,,2,,,Comércio atacadista de medicamentos e drogas de uso humano,3164407,2012-05-29,,,2012-05-29,,2054,,0,,2,16,ATIVA,RODOVIA,SEM MOTIVO,FILIAL
MG,30411052,31401798000107,,,EMPRESA DE PEQUENO PORTE,PRADO,34,,BELO HORIZONTE,ERE,4645103,,ANDAR 2,3,DENTAL BH BRASIL COMERCIO DE PRODUTOS ODONTO-MEDICO-HOSPITALAR LTDA,DENTAL BH BRASIL,96000,3125228212,,False,,4123,Sociedade Empresária Limitada,,False,2,,,Comércio atacadista de produtos odontológicos,3106200,2018-09-03,,2022-01-01,2018-09-03,,2062,2022-11-30,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,32669712,67729178000220,,,DEMAIS,DISTRITO INDUSTRIAL JARDIM PIEMONT SUL,140,3134654301,BETIM,PAULO COSTA,4644301,,,5,COMERCIAL CIRURGICA RIOCLARENSE LTDA,,2000000,1935225800,,,,4133,Sociedade Empresária Limitada,,,2,,,Comércio atacadista de medicamentos e drogas de uso humano,3106705,2005-12-12,,,2005-12-12,,2062,,0,,2,49,ATIVA,RUA,SEM MOTIVO,FILIAL
SP,13974900,44734671000151,,,DEMAIS,FAZ ESTANCIA CRISTALIA,S/N,1938639571,ITAPIRA,ITAPIRA-LINDOIA,2121101,,KM 14,5,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,LABORATORIO CRISTALIA,900000000,1938639500,1938639536,,,6553,Sociedade Empresária Limitada,,,2,,,Fabricação de medicamentos alopáticos para uso humano,3522604,1972-03-02,,,2005-11-03,,2062,,0,,1,49,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,35160304,10376703000172,,,DEMAIS,HORTO,643,3138211689,IPATINGA,JACARANDA,4511101,,,5,FOCO AUTOMOVEIS LTDA,BRASAUTO,2771162,3121093003,,,,4625,Sociedade Empresária Limitada,,,2,,,"Comércio a varejo de automóveis, camionetas e utilitários novos",3131307,2008-10-01,,,2008-10-01,,2062,,0,,1,5,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,30550350,37992705000142,,,MICRO EMPRESA,SALGADO FILHO,615,,BELO HORIZONTE,IBIRACI,1822999,,LOJA 03,1,NOVAIS GRAFICA E EDITORA LTDA,NOVAIS GRAFICA,104500,3199951041,,False,,4123,Sociedade Empresária Limitada,,True,2,,,"Serviços de acabamentos gráficos, exceto encadernação e plastificação",3106200,2020-08-06,,2020-08-06,2020-08-06,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35703086,19188783000107,,,EMPRESA DE PEQUENO PORTE,JARDIM PRIMAVERA L,99,3133270093,SETE LAGOAS,GERALDA VIEIRA MARTINS,4645101,,,3,PROCIR PRODUTOS PARA SAUDE SOCIEDADE UNIPESSOAL LTDA,,112000,3137740711,,False,,5343,Sociedade Empresária Limitada,,False,2,,,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",3167202,2013-11-04,,2013-11-04,2013-11-04,,2062,2020-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,40188303000102,,,MICRO EMPRESA,CENTRO,90,,CAPELINHA,GOVERNADOR VALADARES,4771701,,,1,MEDCAP DROGARIA E PERFUMARIA LTDA,MEDCAP,250000,3899548024,3391252689,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",3112307,2020-12-23,,2020-12-23,2020-12-23,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,01236625000110,,,MICRO EMPRESA,CENTRO,89,,CAPELINHA,JACINTO JOSE RIBEIRO,8640202,,,1,LABORATORIO GONCALVES E MOURAO LTDA,CENTRAL-LAB,0,3335161803,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Laboratórios clínicos,3112307,1996-06-07,,2009-01-01,2002-05-04,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,08288046000160,,,MICRO EMPRESA,CENTRO,217,,CAPELINHA,GOVERNADOR VALADARES,4751201,,SALA 04,1,SKILL AUTOMACAO COMERCIAL LTDA,SKILL - AUTOMACAO COMERCIAL E INFORMATICA,120000,3335163030,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista especializado de equipamentos e suprimentos de informática,3112307,2006-09-13,,2007-07-01,2006-09-13,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,07700769000161,,,MICRO EMPRESA,MARIA LUCIA,46,3335164216,CAPELINHA,GERALDO RODRIGUES,3250706,,,1,PRODECAP LABORATORIO DE PROTESE DENTARIA LTDA,PRODECAP,10000,3335161151,3335164216,False,,4245,Sociedade Empresária Limitada,,True,2,,,Serviços de prótese dentária,3112307,2005-11-08,,2009-01-01,2005-11-08,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,30112020,14951451000119,,,DEMAIS,FUNCIONARIOS,447,,BELO HORIZONTE,GETULIO VARGAS,9412001,,ANDAR 11,5,CONSELHO DE ARQUITETURA E URBANISMO DO ESTADO DE MINAS GERAIS,CAU - MG,0,3125190950,3192337000,,,4123,Autarquia Federal,,,2,,,Atividades de fiscalização profissional,3106200,2011-12-26,,,2011-12-26,,1104,,0,UNIÃO,1,16,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39170000,42709034000108,,,MICRO EMPRESA,TORRADO,06,,RIO VERMELHO,JOAQUIM ROCHA,8630503,,,1,DANIELA PORTO PEREIRA LTDA.,,10000,3129420361,,False,,5119,Sociedade Empresária Limitada,,True,2,,,Atividade médica ambulatorial restrita a consultas,3156007,2021-07-14,,2021-07-14,2021-07-14,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
PR,86037010,32708161000120,,,EMPRESA DE PEQUENO PORTE,ARAGARCA,1553,,LONDRINA,ROBERT KOCH,4644301,,,3,PROLINE MATERIAL HOSPITALAR LTDA,,250000,4333543621,,False,,7667,Sociedade Empresária Limitada,,True,2,,,Comércio atacadista de medicamentos e drogas de uso humano,4113700,2019-02-08,,2023-01-01,2019-02-08,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,30140069,45108167000109,,,MICRO EMPRESA,LOURDES,1941,,BELO HORIZONTE,DOS TIMBIRAS,8630503,,APT 304,1,A&P DOKTERS,,2000,3125555168,,,,4123,Sociedade Simples Pura,,,2,,,Atividade médica ambulatorial restrita a consultas,3106200,2022-01-28,,,2022-01-28,,2232,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
ES,29111190,34729047000102,,,DEMAIS,COBILANDIA,20,,VILA VELHA,DARCY DUARTE CARNEIRO,4644301,,,5,NSA DISTRIBUIDORA DE MEDICAMENTOS LTDA,,99800,2733594714,,False,,5703,Sociedade Empresária Limitada,,False,2,,,Comércio atacadista de medicamentos e drogas de uso humano,3205200,2019-09-02,,2019-09-02,2019-09-02,,2062,2019-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,32675515,73856593001057,,,DEMAIS,VILA CRISTINA,3201,4521031185,BETIM,ENGENHEIRO DARCY NOGUEIRA DO PINHO,4644301,,GALPAO05 ARMZ 01,5,"PRATI, DONADUZZI & CIA LTDA","PRATI, DONADUZZI FILIAL MG",270000000,4521031446,4521031127,,,4133,Sociedade Empresária Limitada,,,2,,,Comércio atacadista de medicamentos e drogas de uso humano,3106705,2012-04-24,,,2012-04-24,,2062,,0,,2,5,ATIVA,AVENIDA,SEM MOTIVO,FILIAL
MG,33203144,21681325000157,,,DEMAIS,PARQUE NORTE,283,,VESPASIANO,TRES,4644301,,,5,MULTIFARMA COMERCIO E REPRESENTACOES LTDA.,,3600000,3125228170,,False,,5425,Sociedade Empresária Limitada,,False,2,,,Comércio atacadista de medicamentos e drogas de uso humano,3171204,1986-02-19,,2009-01-01,2002-12-07,,2062,2012-06-30,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,36244129000192,,,MICRO EMPRESA,CENTRO,72,,CAPELINHA,GOVERNADOR VALDARES,8630502,,ANDAR 3 - ED. AUTONOMIA,1,AVANTMED SERVICOS MEDICOS LTDA,AVANTMED,300000,3335163031,3335163049,False,,4245,Sociedade Empresária Limitada,,True,2,,,Atividade médica ambulatorial com recursos para realização de exames complementares,3112307,2020-02-04,,2022-01-01,2020-02-04,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,30380280,36566392000106,,,MICRO EMPRESA,LUXEMBURGO,85,,BELO HORIZONTE,HENRIQUE SALES,8630501,,APT 101,1,PAULA CLARKE SERVICOS MEDICOS LTDA,,2000,3125551912,,False,,4123,Sociedade Simples Limitada,,False,2,,,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,3106200,2020-03-05,,2020-03-05,2020-03-05,,2240,2023-05-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
PR,87203196,23829339000109,,,EMPRESA DE PEQUENO PORTE,RESIDENCIAL NOVA ITALIA,1263,,CIANORTE,GENEI UEHARA,4642702,,,3,INFINITI CONFECCAO LTDA,INFINITI,10000,4497233337,,False,,7505,Sociedade Empresária Limitada,,True,2,,,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,4105508,2015-12-11,,2020-01-01,2015-12-11,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
PR,86702000,82478140000134,,,MICRO EMPRESA,CENTRO,100,,ARAPONGAS,GATURAMO,4773300,,,1,"SALVI, LOPES & CIA. LTDA",ORTOPEDIA LONDRES,42000,4330562332,,False,,7427,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de artigos médicos e ortopédicos,4101507,1991-04-17,,2007-07-01,2005-11-03,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,32210120,12047164000153,,,DEMAIS,CIDADE INDUSTRIAL,1900,3125166197,CONTAGEM,JOSE MARIA DE LACERDA,4644301,,GALPAO2 MODULOS 05 E 06,5,GLOBAL HOSPITALAR IMPORTACAO E COMERCIO SA,,500000,3135152000,,False,,4371,Sociedade Anônima Fechada,,False,2,,,Comércio atacadista de medicamentos e drogas de uso humano,3118601,2010-06-02,,2010-06-02,2010-06-02,,2054,2014-03-31,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,30830040,00538376000154,,,EMPRESA DE PEQUENO PORTE,IPANEMA,117,,BELO HORIZONTE,ITOBI D' OESTE,3312103,,,3,CHX - MANUTENCAO E COMERCIO LTDA,,96000,3132135321,3139137889,False,,4123,Sociedade Empresária Limitada,,True,2,,,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,3106200,1995-04-07,,2007-07-01,2005-02-26,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,14767402000120,,,MICRO EMPRESA,CENTRO,73,3335164216,CAPELINHA,JUSCELINO KUBITSCHEK,8640202,,,1,MAGNA RAMOS DOS REIS LABORATORIO DE ANALISES CLINICAS E CITOLOGICAS LTDA,UNILAB,70000,3335161151,3335164216,False,,4245,Sociedade Empresária Limitada,,True,2,,,Laboratórios clínicos,3112307,2011-12-14,,2011-12-14,2011-12-14,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,10263090000167,,,MICRO EMPRESA,CENTRO,64,3335161806,CAPELINHA,CAPITAO CLEMENTINO,8640202,,TERREO;,1,LABORATORIO DE ANALISES CLINICAS ALVES & FILHOS LTDA,LABORATORIO DE ANAL. CLINICAS DR. JOSE LUIZ ALVES FILHO,25000,3335161434,3335161806,False,,4245,Sociedade Empresária Limitada,,True,2,,,Laboratórios clínicos,3112307,2008-08-13,,2009-01-01,2008-08-13,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35060530,02537890000109,,,DEMAIS,CARAPINA,651,,GOVERNADOR VALADARES,TUPINAMBAS,4644301,,,5,COFARMINAS COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,,3000000,3332779200,,,,4553,Sociedade Empresária Limitada,,,2,,,Comércio atacadista de medicamentos e drogas de uso humano,3127701,1998-05-19,,,2005-11-03,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35030330,19899651000193,,,EMPRESA DE PEQUENO PORTE,LOURDES,2052,,GOVERNADOR VALADARES,MARECHAL FLORIANO,4645101,,LETRA A,3,MEGA ATACADISTA DE MATERIAIS HOSPITALARES LTDA,MEGA ATACADISTA,200000,3332714936,,False,,4553,Sociedade Empresária Limitada,,False,2,,,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",3127701,2014-03-18,,2014-03-18,2014-03-18,,2062,2018-07-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
PR,84010300,02375705000119,,,EMPRESA DE PEQUENO PORTE,CENTRO,843,,PONTA GROSSA,AUGUSTO RIBAS,4645103,,SALAS 15 E 16,3,DENTAL SUL AMERICA COMERCIAL LTDA,,50000,,,False,,7777,Sociedade Empresária Limitada,,True,2,,,Comércio atacadista de produtos odontológicos,4119905,1998-02-05,,2007-07-01,2001-03-21,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
PR,86025090,25341162000114,,,EMPRESA DE PEQUENO PORTE,RECREIO,225,,LONDRINA,DOUTOR LISIMACO FERREIRA DA COSTA,4645103,,SALA 02,3,"MEGA DENTAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA",,88000,4333766350,4333766379,False,,7667,Sociedade Empresária Limitada,,False,2,,,Comércio atacadista de produtos odontológicos,4113700,2016-08-02,,2016-08-02,2016-08-02,,2062,2017-11-30,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
SC,89888000,26240632000116,,,EMPRESA DE PEQUENO PORTE,CENTRO,615,,CAIBI,HELENA BIGATON,4645103,,,3,DENTAL HIGIX PRODUTOS ODONTOLOGICOS MEDICOS HOSPITALARES LTDA.,DENTAL HIGIX,100000,4936480872,4936480582,False,,8059,Sociedade Empresária Limitada,,True,2,,,Comércio atacadista de produtos odontológicos,4203105,2016-09-26,,2016-09-26,2016-09-26,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,30240080,27138830000136,,,MICRO EMPRESA,SAO LUCAS,155,,BELO HORIZONTE,CABRALIA,7490199,,APT 201 SALA 1,1,NEVES E BANDEIRA PRESTACAO DE SERVICOS MEDICOS LTDA,,30000,3335163897,,,,4123,Sociedade Empresária Limitada,,,2,,,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",3106200,2017-02-17,,,2017-02-17,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35675000,27651175000115,,,MICRO EMPRESA,CANAAN,137,,JUATUBA,RIO DE JANEIRO,4646002,,LOJA B,1,EDILSON APARECIDO DA SILVA CPF:013.574.006-16,DENTAL INOVAR,20000,3135359112,,False,,2691,Empresário (Individual),,True,2,,,Comércio atacadista de produtos de higiene pessoal,3136652,2017-05-04,,2017-05-04,2017-05-04,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,08428763000140,,,MICRO EMPRESA,CENTRO,506,3335161435,CAPELINHA,DAS FLORES,8640202,,,1,LABORATORIO DE ANALISES CLINICAS MARALDO PIMENTA JUNIOR LTDA,,40000,3335161214,3335162006,,,4245,Sociedade Empresária Limitada,,,2,,,Laboratórios clínicos,3112307,2006-10-24,,,2006-10-24,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,19309807000139,,,DEMAIS,ZONA RURAL,S/N,,CAPELINHA,DO SALTO,8720499,,,5,FAMAR - FAZENDA AMAR VIDA NOVA,FAMAR,0,3391762750,,,,4245,Associação Privada,,,2,,,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não",3112307,2013-11-18,,,2013-11-18,,3999,,0,,1,16,ATIVA,CORREGO,SEM MOTIVO,MATRIZ
MG,30130003,18715383000140,,,DEMAIS,CENTRO,1212,,BELO HORIZONTE,AFONSO PENA,8411600,,SALA 318,5,MUNICIPIO DE BELO HORIZONTE,BELO HORIZONTE GABINETE DO PREFEITO,0,,,,,4123,Município,,,2,,,Administração pública em geral,3106200,1974-12-31,,,2003-10-04,,1244,,0,BELO HORIZONTE - MG,1,5,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39660000,05948077000101,,,MICRO EMPRESA,CENTRO,428,,TURMALINA,LAURO MACHADO,6190601,,LETRA A,1,MICROSOL INFORMATICA LTDA,,50000,3835271057,,False,,5393,Sociedade Empresária Limitada,,True,2,,,Provedores de acesso às redes de comunicações,3169703,2003-10-14,,2007-07-01,2004-08-07,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
SC,89218105,09944371000104,,,DEMAIS,SANTO ANTONIO,1355,4734255677,JOINVILLE,SANTOS DUMONT,4644301,,,5,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA,SULMEDIC COMERCIAL,5210000,4734738845,,,,8179,Sociedade Empresária Limitada,,,2,,,Comércio atacadista de medicamentos e drogas de uso humano,4209102,2008-07-09,,,2008-07-09,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,31030240,12375009000166,,,EMPRESA DE PEQUENO PORTE,SAGRADA FAMILIA,308,,BELO HORIZONTE,VICENTINA DE SOUZA,4645101,,,3,SUPRI-MEDICAL EQUIPAMENTOS MEDICOS LTDA,SUPRI-MEDICAL,70000,3125559081,,False,,4123,Sociedade Empresária Limitada,,False,2,,,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",3106200,2010-08-12,,2015-01-01,2010-08-12,,2062,2015-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,18018484000161,,,DEMAIS,CENTRO,90,,CAPELINHA,JUAREZ BARBOSA,8630503,,ANDAR 2 SALA A,5,LIFE CLINIC MEDICINA INTEGRADA LTDA,INSTITUTO LIFE,100000,3335164425,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Atividade médica ambulatorial restrita a consultas,3112307,2013-04-09,,2018-01-01,2013-04-09,,2062,,0,,1,49,ATIVA,ALAMEDA,SEM MOTIVO,MATRIZ
SP,06321000,65716995000137,,,MICRO EMPRESA,VILA ODETE,70,,CARAPICUIBA,PARANA,8640299,,,1,TEC-RAD TECNOLOGIA EM RADIOPROTECAO LTDA,,30000,01172840450,,False,,6313,Sociedade Empresária Limitada,,True,2,,,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,3510609,1991-06-10,,2007-07-01,2001-06-26,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,25735143000172,,,EMPRESA DE PEQUENO PORTE,CENTRO,144,3835212488,CAPELINHA,GOVERNADOR VALADARES,4771701,,,3,DROGARIA SOMA LTDA,DROGARIA CAPELINHA,80000,3835212488,,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",3112307,1989-04-07,,2022-01-01,2005-11-03,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39650000,21248752000146,,,DEMAIS,SAUDADE,284,,MINAS NOVAS,ISRAEL PINHEIRO,8610102,,,5,FUNDACAO MINAS NOVAS,,0,,,,,4835,Fundação Privada,,,2,,,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,3141801,1982-02-10,,,2004-08-28,,3069,,0,,1,16,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,22025409000103,,,EMPRESA DE PEQUENO PORTE,JARDIM AEROPORTO II,1235,,CAPELINHA,TANCREDO NEVES,4744099,,,3,GSM MATERIAL DE CONSTRUCAO E MADEIRA LTDA,,30000,3335163897,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de materiais de construção em geral,3112307,2015-03-11,,2015-03-11,2015-03-11,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,21956847000114,,,MICRO EMPRESA,CIDADE NOVA,193,,CAPELINHA,ANTONIO VITOR DOS SANTOS,8630503,,,1,MEDIC CORDEIRO LTDA,MEDIC CORDEIRO,100000,3397087957,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Atividade médica ambulatorial restrita a consultas,3112307,2015-03-02,,2017-01-01,2015-03-02,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39705000,12592875000109,,,MICRO EMPRESA,CENTRO,2465,3334121974,SAO JOAO EVANGELISTA,PRIMEIRO DE JUNHO,1813001,,,1,JOAQUIM ANDRE CAMARGOS DE ALMEIDA,JACA ARTES GRAFICA E PLACAS,50000,3388272984,3334121974,False,,5255,Empresário (Individual),,True,2,,,Impressão de material para uso publicitário,3162807,2010-09-27,,2010-09-27,2010-09-27,,2135,,0,,1,50,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,11097753000183,,,MICRO EMPRESA,MARIA LUCIA,534,3335161306,CAPELINHA,BELO HORIZONTE,4771701,,,1,DROGARIA E PERFUMARIA OLIVEIRA & PINHEIRO LTDA,DROGARIA SAUDE FARMA,25000,3335161306,3391177177,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",3112307,2009-08-28,,2023-01-01,2009-08-28,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,31742072,03479428000157,,,MICRO EMPRESA,FLORAMAR,113,3125262700,BELO HORIZONTE,TEOFILO OTONI,4773300,,,1,ATUANTE COMERCIAL LTDA,,20000,3134972575,,False,,4123,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de artigos médicos e ortopédicos,3106200,1999-11-03,,2007-07-01,2005-11-03,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,37924846000128,,,MICRO EMPRESA,CIDADE NOVA,201,,CAPELINHA,MANOEL ALVES DA SILVA,4321500,,,1,SILVANO CORDEIRO DE AZEVEDO 32203047615,CT EMPREENDIMENTOS,50000,3335163998,,True,,4245,Empresário (Individual),,True,2,2020-07-31,,Instalação e manutenção elétrica,3112307,2020-07-31,,2020-07-31,2020-07-31,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,37640000,12927876000167,,,DEMAIS,RESIDENCIAL PARK,515,1141229808,EXTREMA,PEDRO ROSA DA SILVA,4644301,,,5,SOMA/MG PRODUTOS HOSPITALARES LTDA,SOMA MG,2000000,3534357750,,,,4501,Sociedade Empresária Limitada,,,2,,,Comércio atacadista de medicamentos e drogas de uso humano,3125101,2010-11-25,,,2010-11-25,,2062,,0,,1,49,ATIVA,ESTRADA,SEM MOTIVO,MATRIZ
PR,83321050,08849206000100,,,DEMAIS,VARGEM GRANDE,1600,4130763771,PINHAIS,EUCLIDES DA CUNHA,4645103,,,5,DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA.,DENTAL OPEN,50000,4130763771,4130793772,False,,5453,Sociedade Empresária Limitada,,False,2,,,Comércio atacadista de produtos odontológicos,4119152,2007-05-21,,2020-01-01,2007-05-21,,2062,2021-08-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35701379,23950207000122,,,DEMAIS,MONTREAL,27,3102020202,SETE LAGOAS,VERBENAS,4645101,,,5,PROLAGOS PRODUTOS PARA SAUDE LTDA,,150000,3137738807,3137727449,False,,5343,Sociedade Empresária Limitada,,False,2,,,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",3167202,1993-03-08,,2019-01-01,2005-09-10,,2062,2020-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35032320,34473557000161,,,MICRO EMPRESA,VILA BRETAS,219,,GOVERNADOR VALADARES,OTO NUNES COELHO,4645101,,,1,ALPHA DENTAL & CLEAN LTDA,,40000,3332719040,,False,,4553,Sociedade Empresária Limitada,,True,2,,,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",3127701,2019-08-08,,2019-08-08,2019-08-08,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
BA,45810000,07142012000108,,,MICRO EMPRESA,CAMBOLO - SEDE,273,,PORTO SEGURO,ISNARD DA PENA E SOUZA,4664800,,,1,PORTO MED COMERCIO E SERVICOS DE ARTIGOS MEDICOS HOSPITALARES LTDA,PORTO MED COMERCIO E SERVICOS DE ARTIGOS MEDICOS,300000,7332680639,,False,,3807,Sociedade Empresária Limitada,,False,2,,,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",2925303,2003-12-01,,2007-07-01,,,2062,2014-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39700000,23422728000107,,,DEMAIS,CENTRO,29,3334111094,PECANHA,HORACIO DE FREITAS,8610102,,,5,HOSPITAL SANTO ANTONIO,,0,3334111399,,,,4971,Fundação Privada,,,2,,,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,3148608,1970-10-31,,,2005-11-03,,3069,,0,,1,10,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,36120000,38010265000143,,,MICRO EMPRESA,CEDOFEITA,KM 177,,MATIAS BARBOSA,UNIAO INDUSTRIA,8720401,,,1,CLINICA SUPERAR LTDA,CLINICA SUPERAR,10000,3232243374,,False,,4815,Sociedade Empresária Limitada,,True,2,,,Atividades de centros de assistência psicossocial,3140803,2020-08-07,,2020-08-07,2020-08-07,,2062,,0,,1,49,ATIVA,ESTRADA,SEM MOTIVO,MATRIZ
RJ,25561162,11372104000143,,,MICRO EMPRESA,VILAR DOS TELES,689,,SAO JOAO DE MERITI,LUIZ ALVES CAVALCANTI,4772500,,SALA 102,1,D&D PRODUTOS DE HIGIENE E LIMPEZA LTDA,D&D COMERCIAL,220000,2178367412,,False,,5901,Sociedade Empresária Limitada,,True,2,,,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",3305109,2009-11-12,,2020-01-01,2009-11-12,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
